order_item_id,order_id,product_id,quantity,item_price,item_cost
153,O0000129,P0104,1,13.42,6.99
154,O0000130,P0052,1,16.42,12.76
155,O0000131,P0242,1,40.38,18.35
156,O0000132,P0358,1,8.02,6.64
157,O0000133,P0189,1,31.8,27.09
158,O0000133,P0357,1,30.69,19.06
159,O0000134,P0039,1,16.72,9.18
160,O0000135,P0235,1,5.61,5.21
161,O0000136,P0270,1,10.72,6.01
162,O0000137,P0082,1,84.77,39.26
163,O0000138,P0136,1,5.51,3.84
164,O0000139,P0094,1,29.54,24.68
165,O0000140,P0186,1,47.03,39.46
166,O0000141,P0146,1,22.38,19.01
167,O0000142,P0011,1,8.47,5.8
168,O0000142,P0279,1,7.3,4.4
169,O0000143,P0327,1,32.14,15.46
170,O0000144,P0101,1,53.02,37.31
171,O0000145,P0157,1,34.99,22.52
172,O0000146,P0288,1,10.33,8.37
173,O0000147,P0315,1,14.56,8.4
174,O0000148,P0066,1,23.11,12.3
175,O0000149,P0269,1,22.52,11.36
176,O0000150,P0044,1,14.64,9.56
177,O0000151,P0261,1,5.0,3.43
178,O0000152,P0382,1,10.12,8.7
179,O0000153,P0373,1,8.74,6.34
180,O0000154,P0146,1,22.38,18.63
181,O0000155,P0087,1,6.78,3.1
182,O0000156,P0268,1,9.33,5.84
183,O0000157,P0036,1,51.68,22.4
184,O0000157,P0033,1,14.27,5.84
185,O0000157,P0006,1,45.33,38.8
186,O0000158,P0078,1,15.6,10.62
187,O0000159,P0170,1,9.11,5.96
188,O0000160,P0116,1,23.14,18.59
189,O0000161,P0264,1,11.57,6.61
190,O0000162,P0352,1,11.73,8.03
191,O0000163,P0083,1,13.11,11.15
192,O0000164,P0316,1,25.48,11.52
193,O0000165,P0286,1,6.11,4.28
194,O0000166,P0203,1,12.43,7.47
195,O0000167,P0336,1,93.8,75.16
196,O0000168,P0048,1,19.31,12.59
197,O0000168,P0165,1,11.19,4.88
198,O0000169,P0398,1,9.94,4.59
199,O0000170,P0369,1,21.62,16.4
200,O0000170,P0382,1,10.12,8.79
201,O0000170,P0050,1,32.64,24.1
202,O0000171,P0384,1,25.72,19.03
203,O0000172,P0368,1,58.87,33.6
204,O0000173,P0012,1,28.39,17.81
205,O0000173,P0153,1,133.98,79.17
206,O0000173,P0125,1,58.35,33.27
207,O0000174,P0019,1,24.27,10.57
208,O0000175,P0271,1,94.39,49.91
209,O0000175,P0344,1,12.43,9.37
210,O0000176,P0244,1,37.02,25.63
211,O0000177,P0117,1,12.46,9.75
212,O0000178,P0268,1,13.01,5.65
213,O0000178,P0327,1,32.14,15.8
214,O0000178,P0004,1,20.34,16.44
215,O0000179,P0189,1,31.8,27.14
216,O0000180,P0065,1,30.15,25.19
217,O0000181,P0267,1,16.05,8.08
218,O0000182,P0079,1,7.1,4.84
219,O0000182,P0278,1,15.48,10.04
220,O0000183,P0011,1,10.91,6.02
221,O0000184,P0167,1,25.94,21.0
222,O0000185,P0115,1,31.85,29.9
223,O0000186,P0370,1,17.44,7.22
224,O0000186,P0129,1,37.04,29.4
225,O0000187,P0221,1,137.35,95.51
226,O0000188,P0251,1,41.11,29.51
227,O0000189,P0029,1,16.97,8.87
228,O0000190,P0118,1,7.3,4.06
229,O0000191,P0058,1,18.88,11.3
230,O0000192,P0356,1,81.19,66.18
231,O0000193,P0284,1,11.42,6.03
232,O0000194,P0312,1,25.49,17.56
233,O0000195,P0160,1,10.81,6.52
234,O0000196,P0164,1,7.78,6.18
235,O0000197,P0056,1,53.25,43.59
236,O0000198,P0247,1,84.85,54.2
237,O0000199,P0014,1,20.48,12.93
238,O0000200,P0078,1,15.6,10.61
239,O0000201,P0158,1,32.93,20.13
240,O0000202,P0028,1,19.28,10.4
241,O0000203,P0400,1,36.29,18.06
242,O0000204,P0182,1,26.95,20.36
243,O0000205,P0356,1,81.19,70.44
244,O0000206,P0041,1,46.99,38.12
245,O0000207,P0255,1,19.78,12.59
246,O0000208,P0063,1,21.56,13.92
247,O0000208,P0249,1,127.56,101.19
248,O0000209,P0105,1,20.76,18.27
249,O0000210,P0230,1,36.36,27.74
250,O0000211,P0112,1,36.09,30.6
251,O0000212,P0306,1,41.38,31.98
252,O0000213,P0103,1,20.16,10.26
253,O0000214,P0120,1,9.06,6.53
254,O0000215,P0139,1,13.84,9.76
255,O0000216,P0363,1,87.76,74.65
256,O0000217,P0069,3,25.74,11.04
257,O0000218,P0011,1,10.91,5.89
258,O0000219,P0085,1,47.03,36.92
259,O0000220,P0398,1,9.94,4.54
260,O0000220,P0192,1,130.83,75.17
261,O0000221,P0116,1,23.14,18.32
262,O0000222,P0155,1,67.59,26.93
263,O0000223,P0035,1,55.97,41.33
264,O0000224,P0333,1,5.0,3.07
265,O0000225,P0269,1,22.52,11.62
266,O0000226,P0369,1,21.62,16.96
267,O0000227,P0316,1,25.48,12.27
268,O0000228,P0025,1,44.29,19.91
269,O0000229,P0215,2,22.49,11.68
270,O0000230,P0210,1,19.43,13.77
271,O0000230,P0255,1,19.78,12.98
272,O0000230,P0308,1,44.75,23.6
273,O0000231,P0379,2,76.87,45.08
274,O0000232,P0188,1,24.95,20.3
275,O0000233,P0070,1,176.02,90.94
276,O0000234,P0116,1,23.14,18.32
277,O0000234,P0296,1,113.02,96.22
278,O0000234,P0340,1,61.25,47.55
279,O0000235,P0192,1,130.83,70.42
280,O0000236,P0355,1,5.91,3.68
281,O0000237,P0109,1,40.47,20.95
282,O0000237,P0106,1,32.23,22.78
283,O0000238,P0294,1,16.05,12.45
284,O0000239,P0356,1,81.19,69.19
285,O0000240,P0231,1,8.53,7.18
286,O0000240,P0272,1,25.23,19.79
287,O0000241,P0045,1,23.84,15.85
288,O0000242,P0084,1,18.96,15.17
289,O0000243,P0142,1,14.57,9.81
290,O0000244,P0255,1,19.78,12.31
291,O0000245,P0094,1,29.54,23.3
292,O0000246,P0203,1,16.83,7.53
293,O0000247,P0132,1,41.31,23.92
294,O0000248,P0051,1,11.56,10.76
295,O0000248,P0218,1,24.78,15.78
296,O0000248,P0319,1,37.48,23.02
297,O0000249,P0280,1,60.08,56.27
298,O0000250,P0108,1,78.48,48.58
299,O0000251,P0257,1,90.28,70.88
300,O0000252,P0376,1,7.37,3.46
301,O0000253,P0324,1,15.13,7.54
302,O0000254,P0098,1,35.84,18.39
303,O0000255,P0383,1,138.54,85.34
304,O0000256,P0230,1,32.72,28.67
305,O0000257,P0354,1,110.11,62.2
306,O0000258,P0122,1,27.74,24.32
307,O0000259,P0047,1,26.3,14.65
308,O0000260,P0111,2,10.42,8.41
309,O0000261,P0331,1,42.84,29.45
310,O0000262,P0094,1,29.54,24.75
311,O0000263,P0094,1,29.54,23.84
312,O0000264,P0185,1,47.48,21.63
313,O0000265,P0400,1,36.29,19.01
314,O0000265,P0219,1,25.02,17.71
315,O0000265,P0216,1,33.83,27.11
316,O0000266,P0015,1,15.87,10.58
317,O0000266,P0131,1,52.63,42.92
318,O0000266,P0257,1,90.28,70.8
319,O0000267,P0145,1,13.01,5.39
320,O0000268,P0275,1,22.42,16.83
321,O0000269,P0154,1,56.03,28.66
322,O0000270,P0052,1,16.42,12.77
323,O0000271,P0359,1,26.78,18.77
324,O0000272,P0334,1,10.95,5.76
325,O0000273,P0388,1,15.88,7.03
326,O0000274,P0230,1,36.36,28.95
327,O0000275,P0308,1,44.75,23.68
328,O0000276,P0153,1,133.98,77.36
329,O0000277,P0060,1,30.23,18.73
330,O0000278,P0088,1,28.44,23.76
331,O0000279,P0084,1,18.96,15.16
332,O0000280,P0168,1,18.02,11.89
333,O0000281,P0083,1,13.11,11.13
334,O0000282,P0211,1,24.17,10.5
335,O0000283,P0330,1,17.52,11.67
336,O0000284,P0342,1,150.89,114.65
337,O0000285,P0250,1,99.91,59.08
338,O0000286,P0197,1,39.21,30.67
339,O0000286,P0233,2,47.76,55.48
340,O0000287,P0250,1,99.91,56.97
341,O0000288,P0158,1,45.59,21.16
342,O0000288,P0099,1,11.25,6.13
343,O0000289,P0079,1,7.1,5.07
344,O0000290,P0293,1,10.7,5.56
345,O0000290,P0362,1,35.77,23.88
346,O0000291,P0071,1,19.24,10.2
347,O0000292,P0305,1,12.62,7.38
348,O0000292,P0179,1,12.64,9.39
349,O0000292,P0063,1,15.68,13.63
350,O0000293,P0031,1,26.18,14.41
351,O0000294,P0332,1,17.03,15.23
352,O0000294,P0248,1,26.91,20.67
353,O0000295,P0157,1,34.99,21.21
354,O0000296,P0210,1,21.59,13.83
355,O0000297,P0289,2,94.61,71.6
356,O0000298,P0280,1,73.22,53.19
357,O0000299,P0257,1,90.28,71.38
358,O0000300,P0035,1,55.97,42.0
359,O0000301,P0093,1,14.24,6.62
360,O0000301,P0359,1,26.78,19.05
361,O0000302,P0323,1,33.01,27.75
362,O0000302,P0205,1,6.22,6.17
363,O0000303,P0204,1,29.54,24.66
364,O0000304,P0102,1,34.13,23.26
365,O0000305,P0268,1,13.01,5.98
366,O0000306,P0260,2,23.47,20.71
367,O0000307,P0393,1,7.96,5.54
368,O0000308,P0071,1,21.03,9.61
369,O0000309,P0108,1,78.48,49.65
370,O0000310,P0173,2,30.72,13.93
371,O0000311,P0132,2,41.31,23.0
372,O0000312,P0200,1,15.63,6.84
373,O0000313,P0111,1,9.38,9.01
374,O0000314,P0081,1,11.76,9.47
375,O0000315,P0361,1,13.03,8.51
376,O0000316,P0315,1,14.56,8.33
377,O0000317,P0140,1,42.25,19.0
378,O0000318,P0283,1,22.15,13.95
379,O0000319,P0349,1,19.77,15.64
380,O0000320,P0329,1,33.63,24.35
381,O0000321,P0198,1,21.81,9.88
382,O0000322,P0063,1,21.56,14.06
383,O0000323,P0100,1,41.44,33.73
384,O0000324,P0383,1,192.23,86.63
385,O0000324,P0020,1,10.53,8.78
386,O0000325,P0337,1,47.63,38.91
387,O0000326,P0047,1,26.3,14.42
388,O0000326,P0206,1,7.96,6.52
389,O0000327,P0388,1,11.65,7.12
390,O0000328,P0062,1,17.52,9.79
391,O0000329,P0316,1,25.48,11.96
392,O0000330,P0227,1,32.25,18.06
393,O0000331,P0322,1,20.85,18.22
394,O0000332,P0153,1,133.98,80.1
395,O0000333,P0195,1,24.29,10.7
396,O0000334,P0041,1,46.99,38.46
397,O0000335,P0032,1,18.03,15.36
398,O0000336,P0172,1,39.28,31.31
399,O0000337,P0366,1,22.18,17.98
400,O0000338,P0383,1,192.23,82.53
401,O0000339,P0011,1,10.91,5.84
402,O0000340,P0368,1,58.87,34.66
403,O0000341,P0152,1,51.13,37.23
404,O0000342,P0215,1,22.49,11.82
405,O0000343,P0321,1,38.93,29.96
406,O0000344,P0140,1,42.25,18.37
407,O0000344,P0005,1,86.78,35.41
408,O0000345,P0337,1,47.63,40.35
409,O0000345,P0340,1,55.12,48.52
410,O0000346,P0116,1,23.14,19.03
411,O0000347,P0163,1,77.71,49.14
412,O0000348,P0328,1,15.41,8.46
413,O0000349,P0280,1,73.22,52.92
414,O0000349,P0381,1,19.78,8.53
415,O0000350,P0106,1,32.23,21.75
416,O0000350,P0362,1,35.77,24.07
417,O0000351,P0166,1,35.51,24.46
418,O0000352,P0261,1,5.0,3.39
419,O0000352,P0259,1,6.28,3.77
420,O0000352,P0376,1,7.37,3.65
421,O0000353,P0354,1,110.11,64.14
422,O0000354,P0137,1,11.87,7.93
423,O0000354,P0265,1,23.33,16.43
424,O0000355,P0318,1,15.46,10.79
425,O0000356,P0219,1,25.02,16.9
426,O0000357,P0086,1,8.24,5.94
427,O0000358,P0070,1,176.02,93.82
428,O0000359,P0187,1,69.71,39.38
429,O0000360,P0150,1,14.55,10.76
430,O0000361,P0279,1,7.3,4.38
431,O0000361,P0008,1,37.87,18.76
432,O0000362,P0204,1,29.54,25.35
433,O0000363,P0150,1,14.55,10.98
434,O0000364,P0257,1,77.35,71.14
435,O0000365,P0278,1,15.48,9.77
436,O0000366,P0380,1,60.42,43.89
437,O0000367,P0132,1,36.7,23.46
438,O0000368,P0290,1,44.7,32.5
439,O0000369,P0236,1,72.46,56.0
440,O0000369,P0320,1,77.73,46.95
441,O0000370,P0350,1,10.09,5.17
442,O0000371,P0188,1,24.95,20.95
443,O0000371,P0241,1,17.11,10.29
444,O0000372,P0170,1,7.38,5.87
445,O0000372,P0274,1,21.01,24.25
446,O0000373,P0048,1,19.31,12.05
447,O0000374,P0367,1,25.65,17.92
448,O0000375,P0211,1,24.17,10.52
449,O0000375,P0029,1,16.97,9.28
450,O0000375,P0078,1,15.6,10.5
451,O0000376,P0087,1,6.78,3.12
452,O0000377,P0317,1,54.87,29.11
453,O0000378,P0025,1,44.29,20.34
454,O0000379,P0341,1,40.7,33.97
455,O0000380,P0249,1,127.56,100.28
456,O0000381,P0297,2,8.01,3.69
457,O0000382,P0200,1,15.63,6.86
458,O0000383,P0334,2,10.95,5.94
459,O0000384,P0042,1,72.6,46.27
460,O0000385,P0097,1,109.14,76.62
461,O0000386,P0236,1,72.46,55.5
462,O0000387,P0154,1,46.75,28.92
463,O0000388,P0180,1,12.1,12.22
464,O0000389,P0335,1,24.9,12.83
465,O0000390,P0060,1,30.23,19.67
466,O0000391,P0023,1,8.48,7.38
467,O0000392,P0371,1,10.92,6.9
468,O0000392,P0370,1,17.44,7.09
469,O0000393,P0170,1,9.11,6.14
470,O0000394,P0207,1,13.81,10.79
471,O0000395,P0045,1,17.17,15.43
472,O0000396,P0254,1,6.01,3.52
473,O0000397,P0244,1,37.02,26.58
474,O0000398,P0314,1,6.49,4.17
475,O0000399,P0090,1,45.85,26.69
476,O0000400,P0375,1,17.94,9.65
477,O0000400,P0342,1,150.89,113.54
478,O0000401,P0167,1,23.37,21.05
479,O0000402,P0228,1,110.05,87.65
480,O0000403,P0135,1,156.29,82.31
481,O0000404,P0386,1,21.86,10.89
482,O0000405,P0136,1,5.51,3.75
483,O0000406,P0255,2,19.78,13.09
484,O0000407,P0205,1,7.7,5.8
485,O0000408,P0031,1,31.79,14.0
486,O0000409,P0275,1,22.42,17.46
487,O0000409,P0353,1,34.15,17.43
488,O0000410,P0230,1,36.36,27.7
489,O0000410,P0399,1,16.13,11.04
490,O0000411,P0079,1,7.1,4.9
491,O0000412,P0300,1,16.61,8.96
492,O0000413,P0272,1,25.23,19.23
493,O0000414,P0042,1,72.6,44.6
494,O0000414,P0060,1,30.23,19.49
495,O0000415,P0377,1,4.71,4.05
496,O0000415,P0055,1,26.51,20.28
497,O0000416,P0398,1,9.94,4.66
498,O0000417,P0066,1,23.11,12.21
499,O0000417,P0067,1,5.29,2.9
500,O0000418,P0223,1,141.44,75.02
501,O0000419,P0355,1,5.91,3.7
502,O0000420,P0354,1,110.11,62.9
503,O0000421,P0015,1,15.87,10.78
504,O0000421,P0135,1,156.29,83.3
505,O0000422,P0233,1,63.03,52.62
506,O0000423,P0032,1,18.03,15.12
507,O0000424,P0065,1,30.15,25.94
508,O0000425,P0217,1,29.35,12.95
509,O0000426,P0042,1,65.34,45.26
510,O0000427,P0232,1,106.18,84.32
511,O0000428,P0297,1,8.01,3.63
512,O0000429,P0030,1,57.15,37.94
513,O0000430,P0379,1,107.68,44.61
514,O0000431,P0300,1,16.61,8.98
515,O0000432,P0255,1,19.78,12.29
516,O0000433,P0098,1,35.84,18.57
517,O0000434,P0349,1,19.77,15.24
518,O0000435,P0049,1,20.58,12.49
519,O0000436,P0008,1,37.87,19.04
520,O0000437,P0012,1,28.39,17.61
521,O0000437,P0369,1,21.62,16.46
522,O0000438,P0127,1,37.04,30.36
523,O0000439,P0378,1,23.49,13.86
524,O0000440,P0364,1,16.3,13.45
525,O0000441,P0069,1,25.74,11.21
526,O0000442,P0126,1,57.0,31.09
527,O0000443,P0223,1,141.44,76.11
528,O0000444,P0203,1,16.83,7.44
529,O0000445,P0185,1,47.48,21.71
530,O0000446,P0371,1,10.92,7.09
531,O0000447,P0355,1,4.19,3.75
532,O0000448,P0030,1,51.44,36.19
533,O0000449,P0143,1,5.0,3.94
534,O0000450,P0023,1,8.48,7.12
535,O0000451,P0249,1,127.56,103.02
536,O0000452,P0011,1,10.91,5.73
537,O0000453,P0340,1,61.25,46.84
538,O0000454,P0090,1,45.85,26.04
539,O0000455,P0031,1,31.79,13.59
540,O0000456,P0268,1,13.01,5.71
541,O0000457,P0035,1,50.37,42.11
542,O0000458,P0296,1,113.02,97.52
543,O0000459,P0236,2,72.46,56.77
544,O0000460,P0259,1,6.28,3.79
545,O0000460,P0288,1,10.33,8.58
546,O0000461,P0035,1,55.97,43.22
547,O0000462,P0256,1,43.56,33.51
548,O0000463,P0241,1,17.11,10.83
549,O0000464,P0305,1,15.47,7.61
550,O0000464,P0183,1,38.0,29.89
551,O0000464,P0078,1,15.6,10.45
552,O0000465,P0348,1,12.67,12.91
553,O0000466,P0344,1,12.43,9.13
554,O0000467,P0354,1,110.11,62.5
555,O0000468,P0269,1,20.38,11.51
556,O0000469,P0387,1,21.36,15.59
557,O0000470,P0360,1,34.73,35.17
558,O0000471,P0034,1,40.02,30.3
559,O0000472,P0023,1,7.63,7.34
560,O0000473,P0202,1,16.35,12.42
561,O0000474,P0112,1,36.09,29.54
562,O0000475,P0106,1,32.23,21.65
563,O0000476,P0168,1,18.02,12.04
564,O0000477,P0062,1,17.52,9.71
565,O0000478,P0291,1,26.1,17.21
566,O0000479,P0209,1,48.72,21.97
567,O0000480,P0086,1,9.16,6.0
568,O0000481,P0364,1,16.3,13.42
569,O0000482,P0068,1,24.02,10.29
570,O0000483,P0246,1,68.18,47.49
571,O0000484,P0236,1,72.46,56.85
572,O0000485,P0178,1,28.72,24.46
573,O0000486,P0179,1,10.32,9.8
574,O0000487,P0231,1,8.53,7.17
575,O0000488,P0134,1,20.3,8.39
576,O0000489,P0252,1,66.0,37.41
577,O0000490,P0331,1,44.32,28.5
578,O0000491,P0202,1,12.81,12.99
579,O0000491,P0228,1,110.05,85.11
580,O0000492,P0014,1,20.48,13.43
581,O0000493,P0145,1,13.01,5.41
582,O0000494,P0304,1,11.87,9.29
583,O0000495,P0075,3,75.36,52.84
584,O0000495,P0115,2,35.82,30.19
585,O0000496,P0226,1,16.11,7.29
586,O0000497,P0060,1,30.23,19.79
587,O0000497,P0305,1,15.47,7.41
588,O0000498,P0014,1,20.48,13.05
589,O0000498,P0230,1,36.36,27.61
590,O0000498,P0124,1,9.83,7.47
591,O0000499,P0276,1,20.56,15.48
592,O0000499,P0234,1,11.89,8.05
593,O0000500,P0375,1,19.93,9.68
594,O0000501,P0242,1,40.38,18.25
595,O0000502,P0180,1,15.67,12.18
596,O0000503,P0182,1,26.95,20.2
597,O0000504,P0365,1,11.12,9.58
598,O0000505,P0007,1,16.85,8.31
599,O0000506,P0043,1,25.18,24.34
600,O0000507,P0342,1,150.89,119.48
601,O0000507,P0106,1,32.23,21.96
602,O0000508,P0020,1,10.53,8.76
603,O0000509,P0188,1,24.95,20.7
604,O0000510,P0035,1,55.97,41.28
605,O0000511,P0335,3,24.9,12.97
606,O0000512,P0141,1,21.94,16.8
607,O0000513,P0139,1,13.84,9.57
608,O0000514,P0295,1,51.47,28.63
609,O0000514,P0262,1,22.84,11.61
610,O0000515,P0075,1,75.36,50.97
611,O0000516,P0323,1,33.01,28.47
612,O0000517,P0142,1,14.57,10.28
613,O0000518,P0399,1,16.13,11.62
614,O0000519,P0084,1,18.96,15.3
615,O0000520,P0315,1,14.56,8.14
616,O0000521,P0234,1,16.86,8.16
617,O0000522,P0325,1,26.29,17.13
618,O0000523,P0115,1,35.82,31.35
619,O0000524,P0046,1,85.77,53.14
620,O0000525,P0238,1,66.04,33.9
621,O0000526,P0079,1,7.1,4.8
622,O0000526,P0121,1,12.1,8.06
623,O0000526,P0129,2,37.04,27.66
624,O0000527,P0045,1,23.84,15.55
625,O0000528,P0304,1,11.87,9.42
626,O0000529,P0078,1,15.6,10.83
627,O0000530,P0081,1,10.58,10.09
628,O0000531,P0036,1,51.68,22.91
629,O0000532,P0316,1,25.48,11.97
630,O0000533,P0328,1,17.65,8.46
631,O0000534,P0367,1,25.65,17.43
632,O0000535,P0278,1,15.48,9.53
633,O0000536,P0011,1,10.91,5.74
634,O0000537,P0295,1,51.47,28.8
635,O0000538,P0216,2,33.83,26.69
636,O0000539,P0362,1,35.77,24.09
637,O0000540,P0082,1,84.77,38.69
638,O0000540,P0173,1,27.65,13.22
639,O0000540,P0133,1,13.22,8.72
640,O0000541,P0262,1,22.84,11.96
641,O0000541,P0252,1,73.33,37.65
642,O0000541,P0042,1,72.6,43.8
643,O0000542,P0148,1,49.04,23.75
644,O0000543,P0352,1,11.73,8.2
645,O0000544,P0282,2,31.47,21.0
646,O0000545,P0012,1,31.54,18.12
647,O0000546,P0374,2,8.71,5.45
648,O0000547,P0218,1,24.78,15.81
649,O0000548,P0137,1,16.82,7.59
650,O0000549,P0058,2,18.88,11.45
651,O0000550,P0047,1,26.3,14.83
652,O0000551,P0283,1,22.15,14.2
653,O0000552,P0236,1,72.46,58.29
654,O0000552,P0350,1,11.21,5.49
655,O0000552,P0004,1,20.34,16.66
656,O0000553,P0174,1,14.91,8.44
657,O0000554,P0006,1,45.33,37.27
658,O0000555,P0205,1,7.7,5.9
659,O0000556,P0101,1,53.02,37.4
660,O0000557,P0268,1,13.01,5.9
661,O0000558,P0241,1,17.11,10.57
662,O0000559,P0390,2,81.71,50.31
663,O0000560,P0153,1,133.98,79.08
664,O0000561,P0367,1,25.65,17.07
